time,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,State
2024-01-01,24.0,10.1,0.0,6.2,Mizoram
2024-01-02,24.2,9.7,0.0,7.0,Mizoram
2024-01-03,24.2,8.4,0.0,7.3,Mizoram
2024-01-04,24.0,8.2,0.0,6.9,Mizoram
2024-01-05,23.6,8.0,0.0,6.1,Mizoram
2024-01-06,23.8,7.0,0.0,6.2,Mizoram
2024-01-07,24.4,9.0,0.0,6.3,Mizoram
2024-01-08,23.4,8.1,0.0,6.9,Mizoram
2024-01-09,22.9,6.1,0.0,7.3,Mizoram
2024-01-10,23.2,7.0,0.0,6.2,Mizoram
2024-01-11,22.1,8.8,0.0,5.4,Mizoram
2024-01-12,22.0,5.5,0.0,6.2,Mizoram
2024-01-13,22.9,5.9,0.0,6.2,Mizoram
2024-01-14,23.1,6.7,0.0,7.2,Mizoram
2024-01-15,23.1,7.9,0.0,9.8,Mizoram
2024-01-16,21.3,7.1,0.0,9.1,Mizoram
2024-01-17,20.9,7.1,0.0,8.5,Mizoram
2024-01-18,22.4,6.8,0.0,5.6,Mizoram
2024-01-19,23.2,11.3,0.3,6.9,Mizoram
2024-01-20,22.0,7.1,0.0,7.9,Mizoram
2024-01-21,22.1,7.2,0.0,8.9,Mizoram
2024-01-22,22.0,8.2,0.0,8.6,Mizoram
2024-01-23,21.8,5.8,0.0,6.9,Mizoram
2024-01-24,22.4,7.7,3.9,7.6,Mizoram
2024-01-25,20.7,11.7,3.8,8.7,Mizoram
2024-01-26,22.5,8.4,0.0,10.1,Mizoram
2024-01-27,21.3,9.1,0.0,6.2,Mizoram
2024-01-28,22.3,7.9,0.0,5.4,Mizoram
2024-01-29,21.9,7.1,0.0,7.6,Mizoram
2024-01-30,22.7,7.0,0.0,7.5,Mizoram
2024-01-31,22.7,10.0,0.0,6.1,Mizoram
2024-02-01,23.6,11.9,0.0,7.6,Mizoram
2024-02-02,20.8,12.4,0.0,10.4,Mizoram
2024-02-03,21.9,11.5,0.7,10.2,Mizoram
2024-02-04,22.6,8.7,0.0,9.6,Mizoram
2024-02-05,24.1,9.4,0.0,10.5,Mizoram
2024-02-06,24.8,11.8,0.4,13.5,Mizoram
2024-02-07,24.0,13.8,1.0,10.0,Mizoram
2024-02-08,23.2,11.0,0.0,7.4,Mizoram
2024-02-09,23.0,7.6,0.0,6.9,Mizoram
2024-02-10,24.8,7.1,0.0,8.3,Mizoram
2024-02-11,25.8,8.5,0.0,9.1,Mizoram
2024-02-12,25.1,10.7,0.0,5.5,Mizoram
2024-02-13,25.9,9.2,0.0,6.6,Mizoram
2024-02-14,26.6,10.4,0.0,6.1,Mizoram
2024-02-15,27.3,13.2,0.0,7.5,Mizoram
2024-02-16,27.0,11.8,0.0,7.0,Mizoram
2024-02-17,25.3,11.1,0.0,8.6,Mizoram
2024-02-18,25.6,10.8,0.0,8.8,Mizoram
2024-02-19,25.8,9.9,0.0,7.2,Mizoram
2024-02-20,26.5,10.1,0.0,12.3,Mizoram
2024-02-21,27.1,13.6,0.2,11.2,Mizoram
2024-02-22,28.2,11.8,0.3,19.6,Mizoram
2024-02-23,25.2,14.0,19.4,14.8,Mizoram
2024-02-24,26.5,11.7,0.0,7.0,Mizoram
2024-02-25,27.6,12.6,0.0,9.4,Mizoram
2024-02-26,28.8,13.4,0.0,6.7,Mizoram
2024-02-27,28.0,12.4,0.0,9.7,Mizoram
2024-02-28,26.9,13.2,0.0,9.4,Mizoram
2024-02-29,27.4,13.5,0.0,10.4,Mizoram
2024-03-01,27.1,12.2,0.0,8.2,Mizoram
2024-03-02,28.6,11.4,0.0,7.8,Mizoram
2024-03-03,28.5,12.5,0.0,10.0,Mizoram
2024-03-04,28.9,13.8,0.0,9.2,Mizoram
2024-03-05,28.7,14.1,0.0,11.2,Mizoram
2024-03-06,28.5,13.5,0.0,10.0,Mizoram
2024-03-07,29.3,10.8,0.0,9.9,Mizoram
2024-03-08,30.0,11.6,0.0,9.9,Mizoram
2024-03-09,27.2,10.6,0.0,7.6,Mizoram
2024-03-10,28.3,10.1,0.0,8.3,Mizoram
2024-03-11,30.5,11.4,0.0,12.9,Mizoram
2024-03-12,30.2,12.4,0.0,11.5,Mizoram
2024-03-13,29.3,13.9,0.0,11.6,Mizoram
2024-03-14,30.1,14.1,0.0,11.7,Mizoram
2024-03-15,30.9,15.1,0.0,8.5,Mizoram
2024-03-16,32.3,12.9,0.0,11.2,Mizoram
2024-03-17,32.9,14.5,0.0,12.1,Mizoram
2024-03-18,32.8,15.5,0.0,9.2,Mizoram
2024-03-19,32.7,16.3,0.0,9.1,Mizoram
2024-03-20,30.8,17.0,0.0,10.7,Mizoram
2024-03-21,20.8,12.8,12.8,10.2,Mizoram
2024-03-22,24.1,12.1,2.0,13.3,Mizoram
2024-03-23,26.8,12.7,0.6,13.1,Mizoram
2024-03-24,29.3,13.8,0.2,12.3,Mizoram
2024-03-25,30.3,13.3,0.0,6.6,Mizoram
2024-03-26,30.8,13.5,0.0,12.8,Mizoram
2024-03-27,31.0,15.3,0.0,9.4,Mizoram
2024-03-28,28.8,15.4,0.5,8.2,Mizoram
2024-03-29,28.4,16.1,1.8,9.2,Mizoram
2024-03-30,30.5,16.5,1.9,13.4,Mizoram
2024-03-31,30.1,18.8,0.6,15.0,Mizoram
2024-04-01,27.7,18.1,5.8,15.1,Mizoram
2024-04-02,29.6,18.8,5.9,14.3,Mizoram
2024-04-03,30.6,18.7,0.0,11.8,Mizoram
2024-04-04,31.9,17.0,0.0,11.7,Mizoram
2024-04-05,33.5,18.5,2.3,14.7,Mizoram
2024-04-06,33.7,19.7,0.3,13.2,Mizoram
2024-04-07,30.9,18.9,14.6,11.3,Mizoram
2024-04-08,32.9,17.3,1.3,12.2,Mizoram
2024-04-09,33.4,17.7,0.0,7.1,Mizoram
2024-04-10,33.9,17.8,0.0,8.5,Mizoram
2024-04-11,35.2,16.6,0.0,8.1,Mizoram
2024-04-12,34.1,17.3,0.0,10.8,Mizoram
2024-04-13,33.7,18.5,0.0,7.0,Mizoram
2024-04-14,34.2,18.9,0.0,7.6,Mizoram
2024-04-15,34.5,18.8,0.0,10.9,Mizoram
2024-04-16,33.5,20.1,0.0,13.2,Mizoram
2024-04-17,31.9,18.4,2.7,16.3,Mizoram
2024-04-18,32.3,18.8,13.7,13.9,Mizoram
2024-04-19,31.5,18.7,1.2,17.8,Mizoram
2024-04-20,31.8,20.9,2.8,19.1,Mizoram
2024-04-21,31.3,21.6,4.9,15.5,Mizoram
2024-04-22,31.8,22.1,2.7,15.3,Mizoram
2024-04-23,32.6,20.2,0.0,12.6,Mizoram
2024-04-24,34.0,19.1,0.6,14.8,Mizoram
2024-04-25,34.1,19.4,0.1,13.3,Mizoram
2024-04-26,33.1,18.5,0.0,12.4,Mizoram
2024-04-27,34.5,18.6,0.0,13.2,Mizoram
2024-04-28,33.9,19.4,1.3,12.3,Mizoram
2024-04-29,32.9,21.6,2.1,12.9,Mizoram
2024-04-30,34.1,20.0,12.6,17.7,Mizoram
2024-05-01,32.2,20.8,8.9,16.2,Mizoram
2024-05-02,28.0,19.7,53.8,11.3,Mizoram
2024-05-03,32.0,18.8,20.5,12.3,Mizoram
2024-05-04,30.7,19.3,0.6,11.2,Mizoram
2024-05-05,31.2,18.9,14.0,16.1,Mizoram
2024-05-06,31.2,18.0,4.6,15.9,Mizoram
2024-05-07,29.7,18.6,2.0,22.5,Mizoram
2024-05-08,26.9,18.5,0.6,7.5,Mizoram
2024-05-09,30.6,18.6,0.0,10.4,Mizoram
2024-05-10,30.1,19.5,2.9,12.4,Mizoram
2024-05-11,30.8,18.2,0.0,8.4,Mizoram
2024-05-12,31.9,19.1,0.0,8.4,Mizoram
2024-05-13,32.8,20.1,0.0,9.0,Mizoram
2024-05-14,33.4,20.5,0.0,8.0,Mizoram
2024-05-15,34.6,21.4,0.1,8.4,Mizoram
2024-05-16,34.7,21.7,0.1,8.5,Mizoram
2024-05-17,33.9,22.3,0.7,9.9,Mizoram
2024-05-18,33.2,22.3,0.3,10.7,Mizoram
2024-05-19,31.8,21.3,2.0,6.8,Mizoram
2024-05-20,33.8,20.8,0.3,10.1,Mizoram
2024-05-21,33.0,21.5,0.7,8.6,Mizoram
2024-05-22,34.4,20.4,1.9,10.9,Mizoram
2024-05-23,35.9,20.6,3.1,8.1,Mizoram
2024-05-24,36.4,21.5,1.7,12.3,Mizoram
2024-05-25,35.3,22.9,12.6,8.1,Mizoram
2024-05-26,34.0,23.3,17.0,8.6,Mizoram
2024-05-27,30.6,22.9,9.6,17.9,Mizoram
2024-05-28,25.4,22.4,50.1,28.4,Mizoram
2024-05-29,30.9,23.1,10.3,13.7,Mizoram
2024-05-30,31.8,22.0,1.5,12.7,Mizoram
2024-05-31,32.3,21.9,1.5,11.6,Mizoram
2024-06-01,32.0,21.9,5.0,11.0,Mizoram
2024-06-02,32.4,21.1,1.9,10.9,Mizoram
2024-06-03,30.3,21.5,4.4,15.5,Mizoram
2024-06-04,29.9,21.3,10.0,9.2,Mizoram
2024-06-05,32.0,20.4,0.1,10.5,Mizoram
2024-06-06,32.5,22.2,1.5,9.1,Mizoram
2024-06-07,29.2,21.5,8.8,10.8,Mizoram
2024-06-08,27.3,21.6,15.1,8.3,Mizoram
2024-06-09,31.9,21.5,4.2,10.5,Mizoram
2024-06-10,31.9,22.8,3.0,8.7,Mizoram
2024-06-11,33.0,23.3,7.2,7.3,Mizoram
2024-06-12,28.9,22.9,21.9,8.4,Mizoram
2024-06-13,31.1,21.4,1.0,11.3,Mizoram
2024-06-14,30.2,22.7,0.8,12.4,Mizoram
2024-06-15,31.2,22.4,5.0,13.5,Mizoram
2024-06-16,28.2,22.8,4.1,10.2,Mizoram
2024-06-17,30.1,22.7,3.2,14.2,Mizoram
2024-06-18,30.3,22.3,3.3,15.8,Mizoram
2024-06-19,28.2,22.4,31.0,14.2,Mizoram
2024-06-20,30.5,22.3,0.8,9.0,Mizoram
2024-06-21,28.2,23.0,7.4,7.0,Mizoram
2024-06-22,31.1,22.1,4.1,8.1,Mizoram
2024-06-23,30.5,22.9,4.1,9.6,Mizoram
2024-06-24,28.2,23.1,5.5,7.3,Mizoram
2024-06-25,28.1,23.1,12.0,4.6,Mizoram
2024-06-26,28.4,23.1,24.5,4.9,Mizoram
2024-06-27,29.0,22.6,11.9,5.8,Mizoram
2024-06-28,30.6,22.2,7.1,13.7,Mizoram
2024-06-29,29.6,22.6,5.8,17.3,Mizoram
2024-06-30,28.0,23.1,18.2,18.7,Mizoram
2024-07-01,25.9,22.7,44.6,16.3,Mizoram
2024-07-02,25.5,22.3,20.2,10.8,Mizoram
2024-07-03,26.7,22.3,27.5,8.7,Mizoram
2024-07-04,27.3,21.4,20.1,10.2,Mizoram
2024-07-05,27.9,22.6,9.1,12.2,Mizoram
2024-07-06,28.5,21.1,11.7,11.2,Mizoram
2024-07-07,29.6,22.0,17.6,6.3,Mizoram
2024-07-08,29.3,22.4,9.6,8.4,Mizoram
2024-07-09,29.3,22.6,18.6,11.8,Mizoram
2024-07-10,26.3,22.5,16.0,7.8,Mizoram
2024-07-11,27.2,22.0,5.1,12.8,Mizoram
2024-07-12,28.7,22.5,3.7,12.0,Mizoram
2024-07-13,31.4,22.0,11.8,11.8,Mizoram
2024-07-14,31.6,22.5,2.5,5.4,Mizoram
2024-07-15,31.3,22.8,20.2,9.7,Mizoram
2024-07-16,31.1,22.2,15.5,8.7,Mizoram
2024-07-17,32.2,23.3,12.5,9.7,Mizoram
2024-07-18,33.5,22.8,17.3,9.2,Mizoram
2024-07-19,30.6,22.4,20.1,6.5,Mizoram
2024-07-20,31.5,22.4,12.0,10.6,Mizoram
2024-07-21,29.2,22.9,9.1,11.9,Mizoram
2024-07-22,26.9,22.9,9.6,14.5,Mizoram
2024-07-23,30.2,23.5,1.8,13.8,Mizoram
2024-07-24,29.0,22.4,12.7,10.6,Mizoram
2024-07-25,30.7,22.5,9.6,8.2,Mizoram
2024-07-26,31.2,23.0,58.0,11.2,Mizoram
2024-07-27,30.2,22.9,35.2,11.3,Mizoram
2024-07-28,31.5,22.6,28.6,13.0,Mizoram
2024-07-29,29.7,23.1,4.3,11.0,Mizoram
2024-07-30,28.0,22.8,9.3,8.8,Mizoram
2024-07-31,25.2,22.7,26.5,10.0,Mizoram
2024-08-01,26.7,22.1,20.3,12.8,Mizoram
2024-08-02,24.6,21.8,29.6,14.3,Mizoram
2024-08-03,28.6,21.4,5.7,13.8,Mizoram
2024-08-04,27.5,21.1,24.1,11.7,Mizoram
2024-08-05,28.8,22.1,6.3,10.8,Mizoram
2024-08-06,28.1,22.1,17.7,8.7,Mizoram
2024-08-07,28.9,21.0,15.6,11.8,Mizoram
2024-08-08,25.7,20.8,5.8,11.8,Mizoram
2024-08-09,28.1,20.6,9.7,12.5,Mizoram
2024-08-10,27.1,21.8,12.7,15.0,Mizoram
2024-08-11,27.7,21.9,12.4,13.0,Mizoram
2024-08-12,26.9,22.0,13.1,5.9,Mizoram
2024-08-13,29.9,21.6,3.5,7.9,Mizoram
2024-08-14,30.2,23.3,8.4,8.9,Mizoram
2024-08-15,30.2,22.2,13.7,10.4,Mizoram
2024-08-16,28.9,22.3,21.6,7.1,Mizoram
2024-08-17,26.7,22.0,57.2,6.6,Mizoram
2024-08-18,25.7,22.2,25.8,6.8,Mizoram
2024-08-19,25.1,21.7,35.7,8.3,Mizoram
2024-08-20,27.6,21.6,12.2,12.4,Mizoram
2024-08-21,27.3,21.0,14.6,10.8,Mizoram
2024-08-22,26.7,22.1,13.0,10.4,Mizoram
2024-08-23,27.5,21.1,13.0,8.4,Mizoram
2024-08-24,28.5,21.1,26.0,11.8,Mizoram
2024-08-25,26.5,20.9,9.4,8.7,Mizoram
2024-08-26,28.9,21.6,8.4,9.4,Mizoram
2024-08-27,29.4,21.0,4.1,8.2,Mizoram
2024-08-28,27.8,21.9,17.1,7.6,Mizoram
2024-08-29,30.4,22.1,0.9,6.2,Mizoram
2024-08-30,31.4,22.4,9.4,9.3,Mizoram
2024-08-31,30.3,23.1,10.7,7.2,Mizoram
2024-09-01,28.5,21.3,9.0,7.8,Mizoram
2024-09-02,29.0,21.8,4.1,5.4,Mizoram
2024-09-03,30.6,22.3,6.6,8.0,Mizoram
2024-09-04,30.1,21.6,5.0,8.4,Mizoram
2024-09-05,29.6,22.2,13.5,6.1,Mizoram
2024-09-06,32.4,21.5,23.8,8.5,Mizoram
2024-09-07,31.5,22.2,10.8,7.1,Mizoram
2024-09-08,31.9,22.3,10.9,8.5,Mizoram
2024-09-09,30.0,22.8,11.0,9.0,Mizoram
2024-09-10,29.9,22.5,12.9,5.4,Mizoram
2024-09-11,28.1,21.8,24.4,5.4,Mizoram
2024-09-12,28.8,22.0,15.5,8.8,Mizoram
2024-09-13,28.7,22.0,19.0,7.1,Mizoram
2024-09-14,27.0,21.7,15.1,5.6,Mizoram
2024-09-15,28.6,21.2,18.6,7.2,Mizoram
2024-09-16,30.2,20.4,0.6,6.8,Mizoram
2024-09-17,30.4,21.7,1.9,6.3,Mizoram
2024-09-18,31.3,21.8,1.1,8.4,Mizoram
2024-09-19,32.2,23.0,3.8,7.5,Mizoram
2024-09-20,33.1,22.3,0.4,7.0,Mizoram
2024-09-21,30.1,22.4,0.9,4.9,Mizoram
2024-09-22,33.4,22.1,1.8,7.3,Mizoram
2024-09-23,33.2,23.4,0.5,11.2,Mizoram
2024-09-24,27.7,23.0,49.8,6.8,Mizoram
2024-09-25,25.8,22.6,19.1,4.1,Mizoram
2024-09-26,28.5,20.9,8.9,6.3,Mizoram
2024-09-27,29.3,20.8,7.5,9.0,Mizoram
2024-09-28,28.4,20.8,1.5,7.6,Mizoram
2024-09-29,29.0,20.8,2.1,9.4,Mizoram
2024-09-30,27.9,21.3,5.3,6.2,Mizoram
2024-10-01,27.9,21.2,13.5,6.0,Mizoram
2024-10-02,27.8,21.0,36.8,6.1,Mizoram
2024-10-03,26.0,22.1,20.3,5.6,Mizoram
2024-10-04,28.1,20.3,14.1,9.7,Mizoram
2024-10-05,28.5,20.7,3.8,12.5,Mizoram
2024-10-06,28.3,20.0,5.5,4.6,Mizoram
2024-10-07,28.2,20.5,12.1,6.4,Mizoram
2024-10-08,29.3,20.3,3.2,5.6,Mizoram
2024-10-09,28.9,19.6,2.7,7.6,Mizoram
2024-10-10,28.4,20.0,0.9,7.7,Mizoram
2024-10-11,28.1,19.2,1.9,7.7,Mizoram
2024-10-12,27.8,19.1,0.2,6.1,Mizoram
2024-10-13,29.4,19.0,0.0,5.2,Mizoram
2024-10-14,29.7,18.4,0.0,5.0,Mizoram
2024-10-15,29.4,19.0,0.0,8.1,Mizoram
2024-10-16,29.2,19.5,0.7,8.1,Mizoram
2024-10-17,30.1,19.6,5.0,6.9,Mizoram
2024-10-18,29.9,18.6,0.1,6.8,Mizoram
2024-10-19,28.9,18.9,4.2,5.2,Mizoram
2024-10-20,30.4,18.1,0.0,6.5,Mizoram
2024-10-21,30.6,18.1,0.1,5.8,Mizoram
2024-10-22,30.5,19.0,0.5,6.5,Mizoram
2024-10-23,27.8,21.2,1.6,5.3,Mizoram
2024-10-24,28.4,20.1,5.0,7.7,Mizoram
2024-10-25,29.0,19.4,1.2,7.6,Mizoram
2024-10-26,29.3,19.0,0.2,7.7,Mizoram
2024-10-27,30.0,18.7,0.0,5.4,Mizoram
2024-10-28,30.9,19.2,0.0,6.3,Mizoram
2024-10-29,29.6,20.0,0.0,6.1,Mizoram
2024-10-30,29.7,18.6,0.0,6.5,Mizoram
2024-10-31,28.8,19.1,0.0,5.1,Mizoram
2024-11-01,28.9,19.1,0.0,5.6,Mizoram
2024-11-02,29.5,16.6,0.0,5.7,Mizoram
2024-11-03,30.1,16.6,0.0,6.0,Mizoram
2024-11-04,30.3,18.4,0.7,4.9,Mizoram
2024-11-05,28.3,18.4,9.7,7.0,Mizoram
2024-11-06,24.7,17.5,0.7,6.8,Mizoram
2024-11-07,27.4,15.3,3.0,6.8,Mizoram
2024-11-08,28.3,15.0,0.0,7.1,Mizoram
2024-11-09,28.4,14.3,0.0,9.0,Mizoram
2024-11-10,29.0,14.8,0.2,6.5,Mizoram
2024-11-11,29.6,18.3,0.0,8.2,Mizoram
2024-11-12,29.2,17.9,0.5,8.3,Mizoram
2024-11-13,28.6,17.6,0.1,7.0,Mizoram
2024-11-14,29.0,16.0,0.0,7.3,Mizoram
2024-11-15,28.0,14.4,0.0,6.6,Mizoram
2024-11-16,27.3,13.6,0.0,5.6,Mizoram
2024-11-17,26.2,12.0,0.0,5.8,Mizoram
2024-11-18,26.7,12.6,0.0,6.7,Mizoram
2024-11-19,27.7,12.9,0.1,7.8,Mizoram
2024-11-20,24.9,15.3,2.5,7.8,Mizoram
2024-11-21,25.5,15.8,13.7,8.0,Mizoram
2024-11-22,24.5,14.3,2.0,9.8,Mizoram
2024-11-23,24.9,14.4,1.5,8.0,Mizoram
2024-11-24,25.5,12.5,0.0,8.4,Mizoram
2024-11-25,24.8,12.4,0.0,6.2,Mizoram
2024-11-26,25.0,11.6,0.0,6.1,Mizoram
2024-11-27,26.4,10.6,0.0,9.0,Mizoram
2024-11-28,27.2,13.9,3.0,7.1,Mizoram
2024-11-29,26.9,15.5,1.1,7.0,Mizoram
2024-11-30,26.7,15.4,1.5,6.7,Mizoram
2024-12-01,26.4,18.4,1.8,6.2,Mizoram
2024-12-02,25.2,17.2,0.1,5.0,Mizoram
2024-12-03,27.6,15.6,0.1,10.4,Mizoram
2024-12-04,26.4,14.6,0.0,4.6,Mizoram
2024-12-05,24.7,11.7,0.0,3.8,Mizoram
2023-01-02,22.1,9.1,0.0,9.6,MP
2023-01-03,21.0,8.3,0.0,12.6,MP
2023-01-04,19.4,8.2,0.0,13.8,MP
2023-01-05,20.2,7.6,0.0,12.3,MP
2023-01-06,21.4,6.7,0.0,10.2,MP
2023-01-07,21.2,5.7,0.0,8.4,MP
2023-01-08,22.1,6.2,0.0,10.0,MP
2023-01-09,23.5,7.6,0.0,9.7,MP
2023-01-10,23.8,7.5,0.0,10.9,MP
2023-01-11,24.5,8.7,0.0,9.0,MP
2023-01-12,25.0,11.3,0.0,11.5,MP
2023-01-13,26.0,12.2,0.0,16.6,MP
2023-01-14,21.8,9.7,0.0,10.8,MP
2023-01-15,19.9,8.8,0.0,9.6,MP
2023-01-16,21.5,5.8,0.0,11.4,MP
2023-01-17,20.8,7.8,0.0,10.8,MP
2023-01-18,21.5,7.2,0.0,11.6,MP
2023-01-19,23.4,6.8,0.0,9.7,MP
2023-01-20,27.9,12.2,0.0,21.0,MP
2023-01-21,26.1,13.3,0.1,10.0,MP
2023-01-22,27.0,14.0,0.1,18.9,MP
2023-01-23,27.2,14.3,0.0,19.8,MP
2023-01-24,28.0,16.2,0.0,14.7,MP
2023-01-25,24.8,16.8,10.3,14.6,MP
2023-01-26,23.3,17.2,15.6,12.4,MP
2023-01-27,23.3,15.4,0.3,14.2,MP
2023-01-28,24.8,12.5,0.0,10.7,MP
2023-01-29,28.2,14.6,0.0,13.5,MP
2023-01-30,27.0,16.2,0.8,14.5,MP
2023-01-31,23.7,13.3,0.0,14.8,MP
2023-02-01,21.9,10.9,0.0,12.4,MP
2023-02-02,22.9,7.0,0.0,10.6,MP
2023-02-03,25.2,8.5,0.0,11.4,MP
2023-02-04,25.2,9.7,0.0,10.1,MP
2023-02-05,26.4,10.2,0.0,9.2,MP
2023-02-06,27.7,12.8,0.0,11.7,MP
2023-02-07,27.1,12.7,0.0,12.0,MP
2023-02-08,25.4,9.4,0.0,10.6,MP
2023-02-09,27.8,14.1,0.0,8.5,MP
2023-02-10,30.4,13.2,0.0,11.9,MP
2023-02-11,28.8,13.2,0.0,13.8,MP
2023-02-12,26.7,12.2,0.0,14.5,MP
2023-02-13,25.3,11.5,0.0,12.0,MP
2023-02-14,26.1,9.5,0.0,10.4,MP
2023-02-15,29.0,11.4,0.0,11.4,MP
2023-02-16,29.4,14.0,0.0,11.9,MP
2023-02-17,28.3,13.9,0.0,13.7,MP
2023-02-18,28.7,13.2,0.0,10.5,MP
2023-02-19,30.1,13.3,0.0,9.8,MP
2023-02-20,31.8,14.2,0.0,9.6,MP
2023-02-21,32.3,16.2,0.0,12.5,MP
2023-02-22,31.1,14.6,0.0,13.0,MP
2023-02-23,31.2,15.6,0.0,11.3,MP
2023-02-24,31.1,15.8,0.0,11.0,MP
2023-02-25,31.5,15.4,0.0,10.0,MP
2023-02-26,32.0,16.5,0.0,12.3,MP
2023-02-27,32.0,16.8,0.0,11.8,MP
2023-02-28,32.5,19.8,0.0,14.7,MP
2023-03-01,32.7,19.4,0.3,15.6,MP
2023-03-02,32.5,18.8,0.0,11.8,MP
2023-03-03,33.2,19.0,0.0,12.4,MP
2023-03-04,33.8,19.2,0.0,17.9,MP
2023-03-05,31.9,18.3,0.0,16.7,MP
2023-03-06,32.0,16.4,0.0,21.3,MP
2023-03-07,26.9,16.6,0.2,14.5,MP
2023-03-08,29.1,15.9,0.0,20.9,MP
2023-03-09,29.1,15.6,0.0,15.9,MP
2023-03-10,28.7,14.4,0.0,11.7,MP
2023-03-11,30.0,15.7,0.0,11.3,MP
2023-03-12,31.9,16.4,0.0,10.2,MP
2023-03-13,32.7,17.7,0.0,12.1,MP
2023-03-14,32.8,18.6,0.0,20.9,MP
2023-03-15,32.7,18.6,0.0,18.3,MP
2023-03-16,30.6,20.2,0.9,18.0,MP
2023-03-17,31.0,17.5,0.1,19.4,MP
2023-03-18,29.1,17.2,1.2,13.2,MP
2023-03-19,28.2,17.7,2.9,16.4,MP
2023-03-20,27.5,16.8,3.1,18.1,MP
2023-03-21,28.8,16.8,0.0,16.6,MP
2023-03-22,30.0,16.8,0.0,9.7,MP
2023-03-23,30.0,17.8,0.0,11.3,MP
2023-03-24,31.5,18.8,0.0,11.9,MP
2023-03-25,32.4,19.3,0.0,13.7,MP
2023-03-26,32.5,19.2,0.0,15.2,MP
2023-03-27,32.4,17.5,0.0,12.6,MP
2023-03-28,32.9,19.6,0.0,13.2,MP
2023-03-29,34.5,18.8,0.0,13.7,MP
2023-03-30,35.5,20.1,0.0,23.8,MP
2023-03-31,29.7,19.5,3.1,19.1,MP
2023-04-01,30.0,17.5,0.0,15.3,MP
2023-04-02,32.3,19.1,0.0,19.3,MP
2023-04-03,34.1,18.8,0.0,17.0,MP
2023-04-04,33.7,20.3,0.0,16.0,MP
2023-04-05,34.7,20.6,0.0,20.6,MP
2023-04-06,34.4,19.0,0.0,14.2,MP
2023-04-07,35.4,19.6,0.0,11.6,MP
2023-04-08,32.2,21.7,0.6,19.0,MP
2023-04-09,34.9,19.9,0.0,15.0,MP
2023-04-10,35.6,21.2,0.0,9.4,MP
2023-04-11,36.5,20.1,0.0,12.0,MP
2023-04-12,37.5,21.6,0.0,12.2,MP
2023-04-13,38.0,22.6,0.0,14.9,MP
2023-04-14,37.6,24.1,0.0,15.5,MP
2023-04-15,36.8,23.9,0.0,15.0,MP
2023-04-16,37.7,23.3,0.0,16.2,MP
2023-04-17,38.5,23.8,0.0,13.4,MP
2023-04-18,38.9,22.2,0.0,13.5,MP
2023-04-19,38.1,23.8,0.0,19.8,MP
2023-04-20,37.7,24.9,0.0,26.8,MP
2023-04-21,36.1,22.0,0.0,21.0,MP
2023-04-22,34.6,23.2,0.7,11.6,MP
2023-04-23,33.8,20.8,0.8,21.1,MP
2023-04-24,35.6,19.9,0.0,23.4,MP
2023-04-25,35.6,19.9,0.0,17.7,MP
2023-04-26,33.2,22.0,1.2,22.5,MP
2023-04-27,32.5,20.5,1.1,15.1,MP
2023-04-28,30.3,21.4,4.9,16.8,MP
2023-04-29,29.5,20.3,1.9,15.3,MP
2023-04-30,29.3,20.6,4.8,13.1,MP
2023-05-01,29.7,18.7,0.9,15.9,MP
2023-05-02,30.7,19.5,0.8,19.3,MP
2023-05-03,29.3,20.0,2.7,12.7,MP
2023-05-04,32.1,20.1,3.6,9.1,MP
2023-05-05,31.1,20.8,0.2,9.3,MP
2023-05-06,35.1,22.9,0.0,9.0,MP
2023-05-07,36.2,25.2,0.0,10.9,MP
2023-05-08,37.1,24.2,0.0,15.1,MP
2023-05-09,39.2,23.5,0.0,16.7,MP
2023-05-10,39.4,20.8,0.0,17.1,MP
2023-05-11,39.8,21.3,0.0,14.0,MP
2023-05-12,40.7,21.7,0.0,16.6,MP
2023-05-13,42.5,23.0,0.0,22.3,MP
2023-05-14,41.9,25.0,0.0,18.4,MP
2023-05-15,40.7,28.3,0.0,20.2,MP
2023-05-16,38.5,28.1,0.0,16.9,MP
2023-05-17,39.3,26.6,0.0,16.9,MP
2023-05-18,39.9,27.1,0.0,15.5,MP
2023-05-19,39.8,26.3,0.0,14.5,MP
2023-05-20,41.2,26.0,0.0,17.6,MP
2023-05-21,41.4,26.7,0.3,18.1,MP
2023-05-22,39.2,26.8,0.1,15.5,MP
2023-05-23,40.8,27.3,0.0,16.2,MP
2023-05-24,40.8,29.4,0.0,21.1,MP
2023-05-25,39.0,27.4,0.0,24.2,MP
2023-05-26,36.7,27.4,0.1,19.8,MP
2023-05-27,39.1,27.5,0.2,23.3,MP
2023-05-28,36.7,27.2,0.8,20.3,MP
2023-05-29,36.1,23.8,0.1,11.5,MP
2023-05-30,38.2,25.2,0.2,23.8,MP
2023-05-31,37.8,21.3,0.0,21.7,MP
2023-06-01,39.4,23.9,0.0,15.4,MP
2023-06-02,38.6,26.4,0.0,21.0,MP
2023-06-03,39.3,25.8,11.1,26.0,MP
2023-06-04,39.4,26.6,0.0,17.1,MP
2023-06-05,38.5,25.8,0.0,17.9,MP
2023-06-06,39.1,25.7,0.0,16.4,MP
2023-06-07,40.3,27.3,0.0,18.7,MP
