time,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,State
2023-01-02,31.6,20.4,0.2,14.4,Andhra Pradesh
2023-01-03,29.9,20.4,0.2,12.8,Andhra Pradesh
2023-01-04,29.6,20.8,1.6,13.6,Andhra Pradesh
2023-01-05,27.9,21.0,1.5,17.4,Andhra Pradesh
2023-01-06,29.9,20.2,0.3,13.3,Andhra Pradesh
2023-01-07,30.6,20.2,0.4,9.4,Andhra Pradesh
2023-01-08,29.2,17.5,0.0,11.5,Andhra Pradesh
2023-01-09,29.4,15.1,0.0,7.7,Andhra Pradesh
2023-01-10,30.4,16.2,0.0,12.7,Andhra Pradesh
2023-01-11,31.2,16.6,0.0,10.8,Andhra Pradesh
2023-01-12,31.6,16.9,0.0,11.2,Andhra Pradesh
2023-01-13,31.3,17.5,0.0,15.2,Andhra Pradesh
2023-01-14,31.3,18.1,0.0,12.8,Andhra Pradesh
2023-01-15,31.6,17.8,0.0,15.7,Andhra Pradesh
2023-01-16,31.4,17.4,0.0,16.4,Andhra Pradesh
2023-01-17,30.8,17.5,0.0,16.0,Andhra Pradesh
2023-01-18,31.4,17.8,0.0,17.3,Andhra Pradesh
2023-01-19,31.2,18.3,0.0,17.1,Andhra Pradesh
2023-01-20,31.7,19.1,0.0,15.8,Andhra Pradesh
2023-01-21,31.9,18.8,0.1,15.6,Andhra Pradesh
2023-01-22,30.8,19.6,0.0,17.1,Andhra Pradesh
2023-01-23,30.6,19.1,0.1,17.3,Andhra Pradesh
2023-01-24,31.2,19.2,0.0,16.9,Andhra Pradesh
2023-01-25,31.1,19.3,0.1,15.5,Andhra Pradesh
2023-01-26,31.3,18.1,0.0,14.6,Andhra Pradesh
2023-01-27,31.7,17.7,0.0,15.3,Andhra Pradesh
2023-01-28,32.7,17.4,0.0,16.3,Andhra Pradesh
2023-01-29,32.0,18.4,0.0,19.5,Andhra Pradesh
2023-01-30,32.4,21.4,0.0,19.2,Andhra Pradesh
2023-01-31,33.0,20.1,0.0,13.9,Andhra Pradesh
2023-02-01,33.4,19.4,0.0,16.8,Andhra Pradesh
2023-02-02,32.8,19.7,0.0,13.3,Andhra Pradesh
2023-02-03,32.5,20.7,0.0,15.4,Andhra Pradesh
2023-02-04,33.4,20.5,0.0,12.8,Andhra Pradesh
2023-02-05,33.5,19.7,0.0,16.2,Andhra Pradesh
2023-02-06,32.7,19.6,0.0,9.9,Andhra Pradesh
2023-02-07,33.9,20.4,0.0,16.0,Andhra Pradesh
2023-02-08,34.4,20.5,0.0,15.8,Andhra Pradesh
2023-02-09,34.4,20.1,0.0,16.6,Andhra Pradesh
2023-02-10,34.7,20.3,0.0,14.2,Andhra Pradesh
2023-02-11,35.2,19.3,0.0,13.0,Andhra Pradesh
2023-02-12,36.4,19.5,0.0,12.9,Andhra Pradesh
2023-02-13,35.6,20.6,0.0,15.3,Andhra Pradesh
2023-02-14,34.6,18.9,0.0,11.4,Andhra Pradesh
2023-02-15,35.7,17.6,0.0,11.8,Andhra Pradesh
2023-02-16,35.9,18.1,0.0,16.4,Andhra Pradesh
2023-02-17,34.9,19.9,0.0,16.1,Andhra Pradesh
2023-02-18,34.0,20.7,0.0,21.1,Andhra Pradesh
2023-02-19,33.7,20.2,0.0,18.4,Andhra Pradesh
2023-02-20,35.1,20.8,0.0,17.8,Andhra Pradesh
2023-02-21,36.2,20.7,0.0,18.2,Andhra Pradesh
2023-02-22,36.1,20.3,0.0,17.7,Andhra Pradesh
2023-02-23,35.9,20.8,0.0,15.5,Andhra Pradesh
2023-02-24,36.2,20.6,0.0,17.1,Andhra Pradesh
2023-02-25,36.6,20.4,0.0,15.5,Andhra Pradesh
2023-02-26,35.0,20.2,0.0,19.4,Andhra Pradesh
2023-02-27,34.8,20.1,0.0,18.8,Andhra Pradesh
2023-02-28,35.0,19.1,0.0,19.1,Andhra Pradesh
2023-03-01,35.2,20.1,0.0,19.5,Andhra Pradesh
2023-03-02,35.5,18.8,0.0,17.3,Andhra Pradesh
2023-03-03,36.3,19.8,0.0,18.2,Andhra Pradesh
2023-03-04,36.1,21.1,0.0,17.8,Andhra Pradesh
2023-03-05,36.7,20.6,0.0,17.2,Andhra Pradesh
2023-03-06,36.8,21.2,0.0,17.9,Andhra Pradesh
2023-03-07,35.7,19.9,0.0,20.2,Andhra Pradesh
2023-03-08,35.9,20.9,0.0,19.6,Andhra Pradesh
2023-03-09,34.8,20.2,0.0,16.9,Andhra Pradesh
2023-03-10,35.6,21.4,0.0,16.4,Andhra Pradesh
2023-03-11,36.4,21.4,0.0,20.7,Andhra Pradesh
2023-03-12,36.0,21.1,0.0,19.1,Andhra Pradesh
2023-03-13,36.9,20.2,0.0,17.6,Andhra Pradesh
2023-03-14,37.8,19.9,0.0,23.3,Andhra Pradesh
2023-03-15,37.1,22.5,0.2,23.6,Andhra Pradesh
2023-03-16,33.4,23.2,8.3,20.5,Andhra Pradesh
2023-03-17,26.8,21.9,10.6,20.4,Andhra Pradesh
2023-03-18,29.3,21.4,41.4,17.4,Andhra Pradesh
2023-03-19,30.3,20.1,46.7,20.6,Andhra Pradesh
2023-03-20,30.9,22.0,2.8,13.5,Andhra Pradesh
2023-03-21,33.4,22.5,0.0,15.8,Andhra Pradesh
2023-03-22,33.4,23.4,0.5,11.1,Andhra Pradesh
2023-03-23,33.4,24.4,0.5,14.4,Andhra Pradesh
2023-03-24,34.2,24.7,0.9,14.0,Andhra Pradesh
2023-03-25,34.2,25.4,1.2,16.6,Andhra Pradesh
2023-03-26,34.1,25.5,1.2,14.1,Andhra Pradesh
2023-03-27,34.6,25.0,0.7,16.7,Andhra Pradesh
2023-03-28,36.1,24.6,0.3,17.1,Andhra Pradesh
2023-03-29,35.5,25.1,0.0,18.1,Andhra Pradesh
2023-03-30,35.6,24.3,0.6,15.1,Andhra Pradesh
2023-03-31,37.2,24.2,0.1,17.7,Andhra Pradesh
2023-04-01,36.1,24.5,5.8,15.8,Andhra Pradesh
2023-04-02,37.2,25.1,1.7,18.8,Andhra Pradesh
2023-04-03,36.7,24.9,0.6,17.1,Andhra Pradesh
2023-04-04,37.2,26.1,1.4,17.4,Andhra Pradesh
2023-04-05,38.5,25.5,0.1,20.4,Andhra Pradesh
2023-04-06,38.0,25.5,0.0,16.1,Andhra Pradesh
2023-04-07,37.8,25.4,0.0,18.1,Andhra Pradesh
2023-04-08,37.3,24.1,0.0,18.9,Andhra Pradesh
2023-04-09,38.0,23.1,0.0,19.0,Andhra Pradesh
2023-04-10,39.5,22.2,0.0,19.9,Andhra Pradesh
2023-04-11,39.9,22.9,0.0,18.8,Andhra Pradesh
2023-04-12,41.5,24.8,0.0,20.9,Andhra Pradesh
2023-04-13,42.8,25.0,0.0,20.8,Andhra Pradesh
2023-04-14,42.2,26.0,0.0,18.1,Andhra Pradesh
2023-04-15,40.8,25.9,0.0,17.4,Andhra Pradesh
2023-04-16,41.5,26.4,0.0,19.9,Andhra Pradesh
2023-04-17,41.9,26.6,0.0,19.9,Andhra Pradesh
2023-04-18,41.8,25.0,0.0,19.2,Andhra Pradesh
2023-04-19,42.4,24.6,0.0,22.4,Andhra Pradesh
2023-04-20,42.0,25.3,0.0,18.3,Andhra Pradesh
2023-04-21,40.1,25.7,0.2,23.8,Andhra Pradesh
2023-04-22,36.9,24.9,4.5,16.8,Andhra Pradesh
2023-04-23,37.9,27.6,8.1,21.6,Andhra Pradesh
2023-04-24,34.5,23.8,19.0,17.0,Andhra Pradesh
2023-04-25,35.3,26.5,5.2,19.6,Andhra Pradesh
2023-04-26,36.4,25.8,0.3,14.5,Andhra Pradesh
2023-04-27,38.4,25.9,0.0,21.3,Andhra Pradesh
2023-04-28,37.7,26.4,10.0,16.0,Andhra Pradesh
2023-04-29,37.9,26.7,9.5,23.5,Andhra Pradesh
2023-04-30,35.4,26.1,8.2,15.4,Andhra Pradesh
2023-05-01,31.5,23.8,36.8,16.8,Andhra Pradesh
2023-05-02,31.5,24.6,1.0,16.9,Andhra Pradesh
2023-05-03,32.5,24.9,1.3,10.9,Andhra Pradesh
2023-05-04,33.2,24.4,0.6,13.5,Andhra Pradesh
2023-05-05,31.6,26.1,10.0,10.1,Andhra Pradesh
2023-05-06,34.1,25.3,4.5,13.4,Andhra Pradesh
2023-05-07,34.5,26.6,0.5,7.6,Andhra Pradesh
2023-05-08,36.4,27.0,0.3,11.7,Andhra Pradesh
2023-05-09,37.2,26.9,2.1,17.7,Andhra Pradesh
2023-05-10,38.6,26.9,0.5,12.2,Andhra Pradesh
2023-05-11,37.2,27.4,0.0,15.0,Andhra Pradesh
2023-05-12,41.2,27.5,0.0,15.5,Andhra Pradesh
2023-05-13,42.0,25.3,0.0,19.3,Andhra Pradesh
2023-05-14,42.2,29.6,0.0,22.4,Andhra Pradesh
2023-05-15,41.4,29.4,0.0,23.1,Andhra Pradesh
2023-05-16,41.8,28.6,0.0,24.0,Andhra Pradesh
2023-05-17,42.1,28.3,0.0,18.2,Andhra Pradesh
2023-05-18,41.1,27.7,0.2,17.4,Andhra Pradesh
2023-05-19,40.9,28.4,0.0,15.5,Andhra Pradesh
2023-05-20,41.1,28.5,0.3,20.7,Andhra Pradesh
2023-05-21,38.7,28.5,8.1,15.0,Andhra Pradesh
2023-05-22,39.0,26.0,3.3,14.0,Andhra Pradesh
2023-05-23,40.7,28.0,0.0,19.5,Andhra Pradesh
2023-05-24,39.7,28.4,4.2,14.2,Andhra Pradesh
2023-05-25,39.3,29.7,4.5,19.1,Andhra Pradesh
2023-05-26,39.9,30.3,0.0,19.9,Andhra Pradesh
2023-05-27,40.1,28.0,0.0,19.5,Andhra Pradesh
2023-05-28,40.7,28.4,0.0,14.5,Andhra Pradesh
2023-05-29,36.6,27.9,2.9,14.0,Andhra Pradesh
2023-05-30,34.8,26.4,36.4,24.5,Andhra Pradesh
2023-05-31,39.2,26.4,0.0,12.9,Andhra Pradesh
2023-06-01,40.1,28.4,0.0,13.5,Andhra Pradesh
2023-06-02,41.5,30.1,0.1,25.5,Andhra Pradesh
2023-06-03,42.3,27.8,0.0,26.3,Andhra Pradesh
2023-06-04,39.5,30.6,1.0,24.6,Andhra Pradesh
2023-06-05,40.2,29.1,0.0,15.1,Andhra Pradesh
2023-06-06,41.0,29.1,0.0,24.5,Andhra Pradesh
2023-06-07,40.6,27.7,0.5,24.5,Andhra Pradesh
2023-06-08,40.5,27.7,3.4,23.3,Andhra Pradesh
2023-06-09,41.7,30.2,0.1,26.4,Andhra Pradesh
2023-06-10,41.0,31.8,0.0,20.9,Andhra Pradesh
2023-06-11,40.0,31.0,0.0,20.8,Andhra Pradesh
2023-06-12,40.4,30.9,0.0,20.9,Andhra Pradesh
2023-06-13,40.8,31.4,0.0,19.6,Andhra Pradesh
2023-06-14,41.0,31.7,0.0,21.3,Andhra Pradesh
2023-06-15,40.7,31.9,0.0,20.5,Andhra Pradesh
2023-06-16,41.1,30.5,0.0,20.2,Andhra Pradesh
2023-06-17,41.1,31.9,0.0,21.3,Andhra Pradesh
2023-06-18,39.5,30.6,3.6,19.8,Andhra Pradesh
2023-06-19,36.3,28.6,1.9,21.9,Andhra Pradesh
2023-06-20,38.9,28.8,0.5,18.7,Andhra Pradesh
2023-06-21,39.8,26.3,11.1,17.6,Andhra Pradesh
2023-06-22,36.5,26.2,5.1,16.3,Andhra Pradesh
2023-06-23,35.8,25.9,0.8,14.8,Andhra Pradesh
2023-06-24,35.3,26.0,1.9,15.9,Andhra Pradesh
2023-06-25,34.5,28.0,0.0,20.2,Andhra Pradesh
2023-06-26,33.0,25.6,4.1,19.8,Andhra Pradesh
2023-06-27,35.0,28.4,0.0,18.3,Andhra Pradesh
2023-06-28,36.0,28.5,0.6,17.6,Andhra Pradesh
2023-06-29,36.5,28.1,0.0,21.3,Andhra Pradesh
2023-06-30,37.0,27.7,0.0,23.3,Andhra Pradesh
2023-07-01,37.3,29.5,0.2,20.3,Andhra Pradesh
2023-07-02,38.3,27.1,4.3,27.7,Andhra Pradesh
2023-07-03,37.4,27.1,5.8,19.7,Andhra Pradesh
2023-07-04,34.5,26.6,3.8,20.6,Andhra Pradesh
2023-07-05,34.4,26.7,7.9,16.9,Andhra Pradesh
2023-07-06,32.3,26.9,1.7,25.2,Andhra Pradesh
2023-07-07,33.6,27.7,0.0,19.5,Andhra Pradesh
2023-07-08,35.0,27.7,0.5,20.5,Andhra Pradesh
2023-07-09,35.6,28.1,0.5,18.9,Andhra Pradesh
2023-07-10,33.9,26.7,10.5,13.7,Andhra Pradesh
2023-07-11,35.7,27.6,0.0,17.9,Andhra Pradesh
2023-07-12,32.8,26.1,0.2,14.0,Andhra Pradesh
2023-07-13,35.6,26.6,0.4,16.5,Andhra Pradesh
2023-07-14,36.2,26.9,0.5,17.7,Andhra Pradesh
2023-07-15,34.9,28.6,0.8,18.6,Andhra Pradesh
2023-07-16,34.3,26.6,2.8,17.3,Andhra Pradesh
2023-07-17,35.3,26.4,0.6,22.9,Andhra Pradesh
2023-07-18,29.5,25.8,6.6,22.4,Andhra Pradesh
2023-07-19,29.3,24.6,15.4,24.4,Andhra Pradesh
2023-07-20,29.7,24.9,13.7,26.9,Andhra Pradesh
2023-07-21,30.2,25.2,16.5,25.5,Andhra Pradesh
2023-07-22,30.8,25.1,4.5,23.4,Andhra Pradesh
2023-07-23,31.8,24.7,18.4,18.8,Andhra Pradesh
2023-07-24,28.4,25.3,13.6,18.1,Andhra Pradesh
2023-07-25,28.2,24.9,43.5,24.3,Andhra Pradesh
2023-07-26,27.8,24.6,22.2,23.8,Andhra Pradesh
2023-07-27,31.1,24.6,9.6,29.9,Andhra Pradesh
2023-07-28,32.6,26.4,0.0,26.0,Andhra Pradesh
2023-07-29,33.1,27.2,0.0,23.1,Andhra Pradesh
2023-07-30,32.8,27.0,1.1,22.4,Andhra Pradesh
2023-07-31,32.9,27.2,0.0,19.0,Andhra Pradesh
2023-08-01,32.9,27.7,1.5,24.0,Andhra Pradesh
2023-08-02,33.0,27.7,0.0,29.2,Andhra Pradesh
2023-08-03,33.3,27.5,0.3,28.1,Andhra Pradesh
2023-08-04,34.2,27.1,0.2,23.7,Andhra Pradesh
2023-08-05,34.4,27.4,0.0,17.3,Andhra Pradesh
2023-08-06,35.0,27.4,0.0,19.6,Andhra Pradesh
2023-08-07,34.6,27.8,0.0,20.5,Andhra Pradesh
2023-08-08,35.3,28.0,0.0,16.2,Andhra Pradesh
2023-08-09,35.0,27.3,0.0,14.3,Andhra Pradesh
2023-08-10,33.0,25.1,6.8,12.1,Andhra Pradesh
2023-08-11,34.7,25.4,2.3,13.4,Andhra Pradesh
2023-08-12,34.3,25.2,0.7,21.9,Andhra Pradesh
2023-08-13,35.1,26.9,0.1,15.1,Andhra Pradesh
2023-08-14,34.9,27.5,1.8,13.6,Andhra Pradesh
2023-08-15,34.9,26.7,0.2,18.2,Andhra Pradesh
2023-08-16,34.8,26.5,1.9,14.6,Andhra Pradesh
2023-08-17,34.5,26.7,8.7,20.8,Andhra Pradesh
2023-08-18,32.5,25.9,0.3,16.1,Andhra Pradesh
2023-08-19,34.2,26.3,0.6,21.4,Andhra Pradesh
2023-08-20,35.2,26.5,0.3,15.7,Andhra Pradesh
2023-08-21,35.6,25.5,0.1,10.9,Andhra Pradesh
2023-08-22,34.9,26.6,0.6,15.6,Andhra Pradesh
2023-08-23,36.0,26.3,3.6,13.5,Andhra Pradesh
2023-08-24,36.0,26.9,0.0,14.8,Andhra Pradesh
2023-08-25,35.9,27.0,0.0,16.8,Andhra Pradesh
2023-08-26,35.5,27.2,0.4,15.2,Andhra Pradesh
2023-08-27,35.9,25.9,1.2,16.9,Andhra Pradesh
2023-08-28,36.0,27.4,0.0,15.0,Andhra Pradesh
2023-08-29,36.4,25.7,0.0,17.3,Andhra Pradesh
2023-08-30,37.0,26.6,0.0,12.2,Andhra Pradesh
2023-08-31,36.6,26.5,0.0,11.2,Andhra Pradesh
2023-09-01,37.4,26.8,0.2,11.7,Andhra Pradesh
2023-09-02,36.4,25.6,7.1,18.9,Andhra Pradesh
2023-09-03,35.2,25.4,3.0,17.1,Andhra Pradesh
2023-09-04,30.1,24.4,36.2,24.7,Andhra Pradesh
2023-09-05,29.9,25.1,22.0,19.1,Andhra Pradesh
2023-09-06,32.4,25.6,2.4,17.7,Andhra Pradesh
2023-09-07,33.5,26.5,0.0,19.2,Andhra Pradesh
2023-09-08,33.4,26.0,0.0,21.0,Andhra Pradesh
2023-09-09,34.8,27.0,0.0,19.5,Andhra Pradesh
2023-09-10,32.9,26.8,0.6,18.0,Andhra Pradesh
2023-09-11,30.7,26.5,12.2,13.3,Andhra Pradesh
2023-09-12,32.2,26.1,15.6,17.2,Andhra Pradesh
2023-09-13,34.3,26.6,0.1,17.0,Andhra Pradesh
2023-09-14,34.2,26.5,0.8,17.3,Andhra Pradesh
2023-09-15,34.5,26.5,0.0,18.4,Andhra Pradesh
2023-09-16,35.4,27.0,0.1,19.5,Andhra Pradesh
2023-09-17,35.8,26.9,0.0,14.8,Andhra Pradesh
2023-09-18,36.4,27.5,1.2,15.4,Andhra Pradesh
2023-09-19,36.5,26.5,0.4,18.4,Andhra Pradesh
2023-09-20,36.2,28.1,0.6,14.2,Andhra Pradesh
2023-09-21,34.5,27.6,0.3,12.8,Andhra Pradesh
2023-09-22,34.1,25.0,4.8,10.2,Andhra Pradesh
2023-09-23,35.2,25.0,4.4,17.6,Andhra Pradesh
2023-09-24,34.6,24.5,17.0,14.0,Andhra Pradesh
2023-09-25,33.5,24.3,15.3,15.2,Andhra Pradesh
2023-09-26,34.5,25.5,4.0,8.5,Andhra Pradesh
2023-09-27,35.2,25.0,7.9,11.4,Andhra Pradesh
2023-09-28,35.2,25.2,4.2,13.6,Andhra Pradesh
2023-09-29,34.4,24.9,5.3,14.2,Andhra Pradesh
2023-09-30,33.3,24.6,0.2,15.9,Andhra Pradesh
2023-10-01,34.0,25.7,5.8,17.3,Andhra Pradesh
2023-10-02,32.8,26.0,1.3,16.7,Andhra Pradesh
2023-10-03,34.8,26.2,0.8,16.7,Andhra Pradesh
2023-10-04,36.2,26.2,1.5,14.8,Andhra Pradesh
2023-10-05,36.3,25.4,0.0,17.8,Andhra Pradesh
2023-10-06,36.4,23.5,0.0,14.1,Andhra Pradesh
2023-10-07,36.3,23.4,0.0,13.6,Andhra Pradesh
2023-10-08,36.5,24.4,0.0,14.2,Andhra Pradesh
2023-10-09,36.9,25.3,0.0,16.0,Andhra Pradesh
2023-10-10,36.7,25.6,0.0,11.2,Andhra Pradesh
2023-10-11,36.9,26.5,0.2,15.3,Andhra Pradesh
2023-10-12,36.4,25.5,0.4,15.7,Andhra Pradesh
2023-10-13,35.1,24.6,0.5,14.4,Andhra Pradesh
2023-10-14,35.7,25.0,1.0,15.8,Andhra Pradesh
2023-10-15,36.5,26.4,2.8,13.7,Andhra Pradesh
2023-10-16,35.5,25.9,0.4,18.6,Andhra Pradesh
2023-10-17,35.5,25.2,1.1,15.1,Andhra Pradesh
2023-10-18,35.6,25.1,1.1,12.8,Andhra Pradesh
2023-10-19,35.8,24.9,1.8,17.4,Andhra Pradesh
2023-10-20,36.2,25.4,0.9,14.4,Andhra Pradesh
2023-10-21,36.3,23.8,1.9,15.5,Andhra Pradesh
2023-10-22,36.7,23.7,0.0,19.1,Andhra Pradesh
2023-10-23,35.4,23.8,0.0,15.1,Andhra Pradesh
2023-10-24,35.3,22.7,0.0,11.0,Andhra Pradesh
2023-10-25,35.8,22.2,0.0,11.2,Andhra Pradesh
2023-10-26,35.5,22.7,0.0,11.0,Andhra Pradesh
2023-10-27,35.7,23.1,0.0,18.7,Andhra Pradesh
2023-10-28,32.7,24.5,5.0,12.3,Andhra Pradesh
2023-10-29,33.4,23.5,2.9,16.7,Andhra Pradesh
2023-10-30,31.2,23.4,0.8,14.4,Andhra Pradesh
2023-10-31,33.5,23.4,1.6,18.1,Andhra Pradesh
2023-11-01,34.9,23.7,0.0,20.8,Andhra Pradesh
2023-11-02,32.9,24.3,2.7,14.0,Andhra Pradesh
2023-11-03,32.2,23.7,4.0,14.6,Andhra Pradesh
2023-11-04,32.7,23.6,3.8,15.3,Andhra Pradesh
2023-11-05,31.8,23.7,4.2,14.7,Andhra Pradesh
2023-11-06,28.8,23.4,11.3,11.5,Andhra Pradesh
2023-11-07,30.1,23.6,9.7,16.5,Andhra Pradesh
2023-11-08,30.4,22.8,35.8,14.1,Andhra Pradesh
2023-11-09,30.6,22.7,4.4,14.2,Andhra Pradesh
2023-11-10,31.3,22.1,0.1,10.7,Andhra Pradesh
2023-11-11,31.3,21.1,0.0,11.2,Andhra Pradesh
2023-11-12,31.8,21.6,0.0,10.5,Andhra Pradesh
2023-11-13,32.0,22.0,0.0,13.9,Andhra Pradesh
2023-11-14,31.0,22.6,0.6,12.0,Andhra Pradesh
2023-11-15,29.1,23.3,0.1,10.5,Andhra Pradesh
2023-11-16,32.4,21.8,0.0,9.6,Andhra Pradesh
2023-11-17,32.0,22.1,0.2,12.7,Andhra Pradesh
2023-11-18,32.3,23.0,0.2,13.0,Andhra Pradesh
2023-11-19,32.3,23.0,0.7,14.2,Andhra Pradesh
2023-11-20,32.4,23.0,0.2,17.3,Andhra Pradesh
2023-11-21,29.9,23.0,24.9,16.6,Andhra Pradesh
2023-11-22,28.4,23.5,8.2,11.4,Andhra Pradesh
2023-11-23,27.9,22.8,27.2,13.0,Andhra Pradesh
2023-11-24,29.0,23.0,7.0,13.7,Andhra Pradesh
2023-11-25,30.6,22.1,0.5,15.8,Andhra Pradesh
2023-11-26,30.1,22.5,1.0,15.7,Andhra Pradesh
2023-11-27,30.2,22.8,0.7,17.1,Andhra Pradesh
2023-11-28,31.2,21.9,0.1,15.9,Andhra Pradesh
2023-11-29,29.5,22.5,1.7,16.2,Andhra Pradesh
2023-11-30,30.9,22.6,0.1,14.3,Andhra Pradesh
2023-12-01,30.8,22.1,0.1,12.7,Andhra Pradesh
2023-12-02,31.7,21.5,1.2,17.8,Andhra Pradesh
2023-12-03,30.6,24.1,0.9,24.3,Andhra Pradesh
2023-12-04,26.1,23.1,50.8,29.8,Andhra Pradesh
2023-12-05,23.8,22.8,89.5,40.3,Andhra Pradesh
2023-12-06,29.5,22.9,1.1,19.0,Andhra Pradesh
2023-12-07,29.6,21.4,0.8,8.4,Andhra Pradesh
2023-12-08,29.1,21.1,0.0,8.0,Andhra Pradesh
2023-12-09,29.6,22.2,0.0,11.9,Andhra Pradesh
2023-12-10,29.2,20.0,0.0,9.5,Andhra Pradesh
2023-12-11,28.9,19.8,0.0,8.8,Andhra Pradesh
2023-12-12,28.7,18.6,0.0,13.4,Andhra Pradesh
2023-12-13,28.7,18.6,0.1,10.5,Andhra Pradesh
2023-12-14,28.3,18.1,0.0,10.7,Andhra Pradesh
2023-12-15,27.7,18.8,0.0,10.7,Andhra Pradesh
2023-12-16,27.3,22.0,0.1,11.9,Andhra Pradesh
2023-12-17,28.6,20.5,0.6,13.5,Andhra Pradesh
2023-12-18,29.1,20.5,0.0,11.7,Andhra Pradesh
2023-12-19,28.5,19.3,0.0,11.9,Andhra Pradesh
2023-12-20,28.8,19.3,0.0,10.6,Andhra Pradesh
2023-12-21,29.3,19.1,0.1,10.0,Andhra Pradesh
2023-12-22,28.6,17.7,0.0,9.4,Andhra Pradesh
2023-12-23,29.0,18.1,0.3,12.4,Andhra Pradesh
2023-12-24,29.4,18.7,0.0,11.6,Andhra Pradesh
2023-12-25,30.0,19.2,0.0,11.4,Andhra Pradesh
2023-12-26,29.7,19.6,0.0,10.5,Andhra Pradesh
2023-12-27,29.8,19.0,0.0,10.6,Andhra Pradesh
2023-12-28,30.3,20.2,0.0,15.8,Andhra Pradesh
2023-12-29,29.8,18.9,0.1,14.4,Andhra Pradesh
2023-12-30,29.7,18.3,0.0,11.3,Andhra Pradesh
2023-12-31,29.6,17.6,0.0,13.3,Andhra Pradesh
2024-01-01,29.7,18.1,0.3,14.8,Andhra Pradesh
2024-01-02,29.9,18.3,0.2,18.6,Andhra Pradesh
2024-01-03,29.6,20.5,0.0,16.3,Andhra Pradesh
2024-01-04,30.2,20.5,0.0,19.5,Andhra Pradesh
2024-01-05,29.8,20.0,0.0,18.3,Andhra Pradesh
2024-01-06,30.5,19.2,0.0,17.6,Andhra Pradesh
2024-01-07,30.5,19.5,0.0,16.9,Andhra Pradesh
2024-01-08,28.7,20.6,0.0,17.0,Andhra Pradesh
2024-01-09,30.4,20.1,0.0,18.9,Andhra Pradesh
2024-01-10,31.0,19.4,0.5,15.3,Andhra Pradesh
2024-01-11,31.7,20.0,0.0,10.5,Andhra Pradesh
2024-01-12,30.8,19.8,1.6,13.2,Andhra Pradesh
2024-01-13,32.3,20.3,0.0,11.3,Andhra Pradesh
2024-01-14,32.8,19.8,0.0,11.5,Andhra Pradesh
2024-01-15,32.1,20.6,0.0,20.1,Andhra Pradesh
2024-01-16,31.4,20.7,0.0,16.5,Andhra Pradesh
2024-01-17,31.1,19.8,0.1,17.4,Andhra Pradesh
2024-01-18,31.0,19.2,0.1,14.3,Andhra Pradesh
2024-01-19,32.3,19.3,0.0,16.7,Andhra Pradesh
2024-01-20,31.2,20.2,0.2,14.8,Andhra Pradesh
2024-01-21,32.6,20.5,0.0,14.1,Andhra Pradesh
2024-01-22,32.1,20.4,0.1,15.1,Andhra Pradesh
2024-01-23,32.2,22.0,0.8,17.6,Andhra Pradesh
2024-01-24,32.2,21.8,0.0,15.9,Andhra Pradesh
2024-01-25,31.1,21.3,0.6,11.2,Andhra Pradesh
2024-01-26,30.8,21.2,0.6,16.5,Andhra Pradesh
2024-01-27,31.5,21.2,0.4,14.3,Andhra Pradesh
2024-01-28,31.3,21.4,0.7,14.8,Andhra Pradesh
2024-01-29,31.4,20.7,0.1,17.4,Andhra Pradesh
2024-01-30,31.6,18.9,0.0,15.8,Andhra Pradesh
2024-01-31,32.0,18.7,0.0,18.3,Andhra Pradesh
2024-02-01,33.3,20.9,0.1,19.2,Andhra Pradesh
2024-02-02,32.7,23.1,0.3,12.0,Andhra Pradesh
2024-02-03,31.1,23.2,0.7,10.5,Andhra Pradesh
2024-02-04,32.6,20.9,0.0,14.7,Andhra Pradesh
2024-02-05,33.7,21.7,0.0,18.1,Andhra Pradesh
2024-02-06,35.1,21.7,0.0,15.8,Andhra Pradesh
2024-02-07,35.9,21.4,0.0,12.9,Andhra Pradesh
2024-02-08,36.6,21.2,0.0,14.3,Andhra Pradesh
2024-02-09,33.7,22.4,0.2,17.4,Andhra Pradesh
2024-02-10,33.8,23.0,0.5,18.9,Andhra Pradesh
2024-02-11,33.7,22.6,0.0,19.4,Andhra Pradesh
2024-02-12,32.6,20.2,0.0,18.2,Andhra Pradesh
2024-02-13,33.2,20.3,0.0,16.2,Andhra Pradesh
2024-02-14,33.5,21.5,0.0,16.6,Andhra Pradesh
2024-02-15,33.6,21.3,0.0,16.2,Andhra Pradesh
2024-02-16,34.1,20.9,0.0,17.4,Andhra Pradesh
2024-02-17,34.1,19.1,0.0,12.3,Andhra Pradesh
2024-02-18,35.2,18.7,0.0,20.1,Andhra Pradesh
2024-02-19,34.5,21.5,0.0,15.8,Andhra Pradesh
2024-02-20,35.6,21.0,0.0,19.8,Andhra Pradesh
2024-02-21,36.7,21.8,0.0,17.7,Andhra Pradesh
2024-02-22,36.2,23.5,0.0,20.4,Andhra Pradesh
2024-02-23,36.5,24.5,17.0,18.6,Andhra Pradesh
2024-02-24,34.1,24.3,1.9,19.2,Andhra Pradesh
2024-02-25,32.7,23.9,3.0,18.3,Andhra Pradesh
2024-02-26,33.1,23.0,0.2,19.3,Andhra Pradesh
2024-02-27,34.5,21.6,0.0,17.1,Andhra Pradesh
2024-02-28,35.0,23.9,0.0,17.3,Andhra Pradesh
